OverallQual,YearBuilt,YearRemodAdd,BsmtFinSF1,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,GarageCars,GarageArea,YrSold,ExterQual_TA,ExterQual_TA,ExterQual_TA,ExterQual_TA,BsmtQual_Ex,KitchenQual_Ex,Neighborhood_NoRidge,GarageType_Attchd,BsmtExposure_Gd,KitchenQual_Gd,ExterQual_Gd,ExterQual_Gd,ExterQual_Gd,ExterQual_Gd,ExterQual_Fa,ExterQual_Fa,ExterQual_Fa,ExterQual_Fa,BldgType_1Fam,Neighborhood_NridgHt,BsmtQual_Gd,ExterQual_Ex,ExterQual_Ex,ExterQual_Ex,ExterQual_Ex,BsmtExposure_No
6,1964,1964,553,1251,1251,0,1251,1,1,0,3,6,1,461,2006,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
6,1995,1996,592,691,691,807,1498,0,2,1,3,6,2,409,2006,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
6,1992,1992,747,936,996,0,996,1,1,0,2,5,2,564,2010,True,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
4,1973,1973,334,546,546,546,1092,0,1,1,3,6,1,286,2010,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
8,2005,2006,0,1082,1082,871,1953,0,2,1,3,9,3,1043,2009,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False
7,2004,2004,0,970,970,739,1709,0,2,0,3,7,2,380,2006,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True
8,2005,2005,1039,1247,1247,0,1247,1,1,1,1,4,2,550,2006,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True
3,1950,1950,0,0,1040,0,1040,0,2,0,2,6,2,400,2009,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
7,1999,2000,510,600,624,628,1252,1,2,1,2,4,2,462,2008,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True
6,1925,1950,423,1181,1390,304,1694,0,2,0,4,7,2,576,2008,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
5,1965,1998,661,864,1200,0,1200,1,1,1,1,6,2,884,2006,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
5,1956,2000,248,936,936,0,936,1,1,0,2,4,1,308,2010,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
6,2006,2006,24,1314,1314,0,1314,0,2,0,3,6,2,440,2007,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,True
6,1914,2006,0,684,773,582,1355,0,1,1,3,7,0,0,2007,True,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
8,1986,1986,0,1074,1088,0,1088,0,1,1,2,5,2,461,2007,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True
4,1936,1950,672,672,757,567,1324,0,1,0,3,6,1,240,2009,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
7,1978,1978,704,1271,1601,0,1601,0,2,0,3,7,2,478,2009,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
2,1920,1950,290,290,438,0,438,0,1,0,1,3,1,246,2009,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
5,1971,1971,412,950,950,0,950,0,1,0,3,5,1,280,2007,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
5,1960,2002,588,1010,1134,0,1134,0,1,0,2,6,1,254,2007,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
6,1959,1959,655,655,1194,0,1194,0,1,0,3,6,2,539,2006,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
5,1970,1970,0,630,630,672,1302,0,2,1,3,6,2,440,2007,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
8,1994,1995,1032,1463,1500,1122,2622,1,2,1,3,9,2,712,2010,False,False,False,False,True,False,True,True,False,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False
7,1990,1991,738,910,1442,0,1442,1,2,0,3,6,2,719,2007,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False
7,2006,2006,0,868,887,1134,2021,0,2,1,3,9,2,422,2006,False,False,False,False,True,False,False,False,False,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True
6,2000,2000,0,924,948,742,1690,0,2,1,3,7,2,463,2007,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
8,2004,2005,1039,1836,1836,0,1836,1,2,0,3,7,3,862,2009,False,False,False,False,True,False,False,True,False,True,True,True,True,True,False,False,False,False,True,True,False,False,False,False,False,False
6,1995,1996,219,773,773,885,1658,1,2,1,3,8,2,431,2008,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
7,1976,1976,403,803,1098,866,1964,0,2,1,4,8,2,483,2008,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
5,1957,1957,708,816,816,0,816,1,1,0,2,5,1,308,2006,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
5,1953,2006,643,1008,1008,0,1008,1,1,0,2,6,1,240,2007,True,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
5,1954,2000,415,833,833,0,833,0,1,0,2,4,1,326,2006,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
8,2007,2007,1004,1734,1734,0,1734,1,2,0,3,7,3,928,2007,False,False,False,False,True,True,False,True,False,False,True,True,True,True,False,False,False,False,True,True,False,False,False,False,False,True
8,2002,2002,353,408,779,640,1419,1,2,1,3,7,2,527,2009,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,True
5,1967,2003,702,894,894,0,894,1,1,0,3,5,2,450,2008,True,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
5,1958,1987,0,533,1021,580,1601,0,1,0,3,6,1,300,2008,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
5,1959,1959,369,1040,1040,0,1040,0,1,0,3,6,1,286,2006,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
6,1920,1950,0,1012,1012,0,1012,0,1,0,2,6,1,308,2007,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
7,2005,2006,24,1552,1552,0,1552,0,2,0,3,7,3,782,2006,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False
4,1956,1956,0,672,960,0,960,0,1,0,3,5,1,288,2009,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
5,1947,2008,0,698,698,0,698,0,1,0,2,4,0,0,2009,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
7,1992,1992,0,384,812,670,1482,0,2,1,3,7,2,392,2007,True,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
4,1955,1955,0,1005,1005,0,1005,0,1,0,2,5,2,672,2009,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
7,2007,2007,0,1373,1555,0,1555,0,2,0,2,7,3,660,2009,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True
7,2004,2004,1300,1530,1530,0,1530,1,2,0,3,7,3,630,2007,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False
7,2004,2005,0,847,847,1112,1959,0,2,1,4,8,2,434,2007,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False
5,1980,1980,936,936,936,0,936,1,1,0,2,4,2,672,2007,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
4,1928,1950,622,1122,1328,653,1981,1,2,0,4,7,2,576,2009,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
5,1991,1992,212,974,974,0,974,0,1,0,3,5,0,0,2007,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
6,1880,1950,0,1008,1178,1032,2210,0,2,0,5,8,1,205,2007,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
8,1995,1995,584,1128,1142,878,2020,0,2,1,3,8,2,466,2009,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,True
6,1997,1997,0,916,916,684,1600,0,2,1,3,7,2,460,2007,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
6,1926,1950,0,960,986,0,986,0,1,0,2,5,1,180,2007,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
6,1950,1950,280,1032,1032,220,1252,0,1,0,3,6,1,288,2008,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
5,1875,1996,0,780,780,240,1020,0,1,0,2,6,0,0,2010,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
6,1977,1977,1567,1567,1567,0,1567,1,2,0,2,5,2,714,2009,True,True,True,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
5,1920,1950,645,915,1167,0,1167,0,1,0,3,6,2,495,2007,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
5,1951,1951,852,952,952,0,952,1,1,0,2,4,2,840,2008,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
5,1976,1976,381,780,1088,780,1868,1,2,1,4,9,2,484,2009,True,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
8,2006,2007,1150,1466,1466,1362,2828,1,3,0,4,11,3,1052,2007,False,False,False,False,True,False,False,False,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False
5,1959,1959,288,1006,1006,0,1006,0,1,0,3,5,0,0,2008,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
4,1941,1950,348,672,672,252,924,1,1,0,2,5,1,280,2010,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
5,1928,1950,0,1042,1042,534,1576,0,1,0,3,8,1,225,2006,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
6,1985,1985,1258,1298,1298,0,1298,1,2,0,3,5,2,403,2006,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,True
7,1941,1950,275,704,860,704,1564,0,1,1,3,7,1,234,2009,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
7,1926,1950,0,572,572,539,1111,0,1,0,2,5,1,288,2008,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
7,1920,1988,624,650,832,650,1482,0,1,0,3,7,2,324,2009,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
6,1950,1950,0,932,932,0,932,0,1,0,2,4,1,306,2007,True,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
5,1959,1959,176,1466,1466,0,1466,0,1,1,3,6,2,528,2006,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
6,1956,2004,296,1073,1811,0,1811,0,1,0,2,6,2,470,2006,True,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
6,1930,2007,538,816,816,0,816,0,1,0,2,5,1,432,2008,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False
7,1965,1988,454,864,902,918,1820,0,1,2,4,8,2,492,2008,True,True,True,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
5,1976,2004,1157,1437,1437,0,1437,1,2,0,3,6,2,528,2007,False,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False
5,1965,1999,633,1219,1265,0,1265,0,2,0,3,6,2,502,2008,True,True,True,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
7,2007,2008,904,1314,1314,0,1314,1,2,0,2,6,2,626,2009,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,False,True,True,False,False,False,False,True
8,2007,2008,0,1580,1580,0,1580,0,2,0,3,7,3,830,2008,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,True
6,1974,1974,442,901,943,933,1876,0,2,1,4,8,2,540,2008,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True
6,1978,1978,311,855,855,601,1456,0,2,1,3,7,2,440,2010,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
6,1954,2006,728,1296,1640,0,1640,1,1,0,3,7,2,924,2008,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True
5,1968,1968,492,894,894,0,894,0,1,0,3,5,2,450,2007,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
4,1969,1969,1198,1198,1258,0,1258,2,0,2,0,6,2,400,2008,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
5,1978,1978,680,1360,1432,0,1432,1,1,1,2,5,2,588,2007,True,True,True,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
7,2009,2009,0,1502,1502,0,1502,0,2,0,3,7,2,644,2009,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,True,True,True,False,False,False,False,True
8,2008,2008,0,1694,1694,0,1694,0,2,0,3,7,3,776,2010,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False
6,2000,2000,786,959,959,712,1671,1,2,1,3,7,2,472,2006,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
6,1935,1986,626,1127,1236,872,2108,0,2,0,4,7,2,540,2008,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
10,1995,1996,1387,1930,1831,1796,3627,1,3,1,4,10,3,807,2006,False,False,False,False,True,False,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False
6,1977,1977,522,1096,1118,0,1118,1,1,0,3,6,1,358,2008,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
6,1958,1958,662,1261,1261,0,1261,1,1,0,3,6,2,433,2008,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
7,2006,2007,0,625,625,625,1250,0,2,1,2,5,2,625,2008,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True
5,1946,1994,152,1598,1636,971,3086,0,3,0,3,12,0,0,2007,True,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
6,1932,1950,503,952,1170,1175,2345,0,2,1,4,9,2,360,2006,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
8,1992,2000,700,1683,2129,743,2872,0,2,1,4,9,2,541,2007,False,False,False,False,False,False,True,True,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,True
5,1984,1985,658,876,923,0,923,1,1,0,3,5,1,264,2008,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
6,1926,2004,468,818,818,406,1224,0,1,0,3,5,1,210,2009,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
5,1921,1950,0,731,820,523,1343,0,1,1,3,7,1,186,2009,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
5,1954,1954,0,0,1124,0,1124,0,1,0,3,5,0,0,2006,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
7,1990,1991,1216,1216,1298,1216,2514,0,2,1,4,8,2,693,2006,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
8,2008,2008,1480,1600,1652,0,1652,1,2,0,2,5,2,482,2008,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False
10,1996,1996,2096,2396,2411,2065,4476,1,3,1,4,10,3,813,2007,False,False,False,False,True,True,True,True,False,False,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False
5,1920,1950,821,1120,1130,0,1130,1,1,0,2,5,2,720,2006,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
5,1963,1963,1159,1572,1572,0,1572,1,1,1,3,5,3,995,2007,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
5,1924,1950,392,784,949,272,1221,1,1,0,4,7,1,392,2006,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
3,1900,1970,440,978,1014,685,1699,1,2,0,3,7,2,420,2009,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8,1994,1995,1456,1624,1624,0,1624,1,2,0,2,5,3,757,2006,False,False,False,False,False,False,True,True,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,True
7,2002,2002,0,831,831,829,1660,0,2,1,3,7,2,493,2009,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,True
7,1999,1999,0,994,1028,776,1804,0,2,1,3,7,2,442,2010,True,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
4,1961,1975,1159,1249,1622,0,1622,1,1,0,3,7,4,1356,2007,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8,1999,2000,0,776,764,677,1441,0,2,1,2,5,2,492,2007,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True
5,1925,1994,0,702,842,630,1472,0,1,0,3,6,1,250,2007,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
6,1999,1999,883,1224,1224,0,1224,1,2,0,2,5,2,402,2009,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
6,1969,1969,371,663,663,689,1352,0,1,1,4,7,1,299,2010,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
6,2005,2005,0,728,728,728,1456,0,2,1,3,8,2,400,2008,True,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
7,2006,2006,0,879,879,984,1863,0,2,1,4,9,3,660,2006,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False
7,1916,1950,0,815,815,875,1690,0,1,0,3,7,1,225,2006,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
7,2001,2001,0,1212,1212,0,1212,0,2,0,3,6,2,573,2009,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,True
4,1963,1979,547,1051,1382,0,1382,0,1,1,3,6,2,459,2006,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
4,1970,1970,0,864,864,0,864,0,1,0,3,5,1,280,2006,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
7,1998,1998,0,866,866,913,1779,0,2,1,3,6,2,546,2009,True,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
5,1925,1997,0,884,884,464,1348,1,1,0,3,5,1,216,2009,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
7,2000,2001,0,1630,1630,0,1630,0,2,0,3,6,2,451,2009,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,True
5,1975,1975,788,1056,1074,0,1074,1,1,1,3,6,2,495,2006,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
7,1990,1991,485,2158,2196,0,2196,0,2,0,3,7,3,701,2009,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False
4,1966,1966,1056,1056,1056,0,1056,1,1,0,2,5,1,384,2006,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
6,2003,2003,340,1682,1700,0,1700,1,2,0,3,7,2,544,2006,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False
5,1962,1980,504,931,1283,0,1283,1,1,0,3,6,2,506,2008,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
8,2006,2006,1220,1660,1660,0,1660,1,2,0,3,8,2,500,2006,False,False,False,False,True,False,False,True,False,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False
6,1992,1992,0,1055,1055,790,1845,0,2,1,3,8,2,462,2010,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,True
8,1988,2005,427,559,1080,672,1752,0,2,0,4,8,2,492,2010,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False
4,1941,1950,344,672,672,0,672,1,1,0,2,4,1,234,2009,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
4,1965,2001,648,648,960,0,960,1,0,0,0,3,1,364,2006,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
5,1962,1962,784,925,999,0,999,1,1,0,3,6,1,300,2006,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
5,1966,1966,180,894,894,0,894,0,1,0,3,5,1,384,2007,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
6,1978,1978,0,0,1318,584,1902,0,2,0,4,8,2,539,2010,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
8,2009,2009,936,1300,1314,0,1314,1,2,0,3,6,2,552,2009,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False
4,1947,1950,0,0,672,240,912,0,1,0,2,3,0,0,2006,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
6,1971,1971,0,672,672,546,1218,0,1,1,3,7,0,0,2006,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
5,1964,1964,312,912,912,0,912,0,1,0,2,5,1,288,2006,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
5,1968,1968,250,952,1211,0,1211,0,1,0,3,5,1,322,2008,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
6,1949,1950,196,1040,1168,678,1846,0,2,0,3,7,1,315,2007,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
5,1951,1951,756,2136,2136,0,2136,0,2,0,4,7,2,528,2006,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
7,2004,2005,724,788,788,702,1490,1,2,1,3,8,2,388,2008,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False
6,1958,1958,507,588,1138,0,1138,0,1,0,3,6,1,264,2007,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
6,2007,2007,0,894,894,1039,1933,0,2,1,4,9,3,668,2008,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False
5,1965,2008,595,912,912,0,912,1,1,0,2,5,2,576,2008,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
9,2008,2008,1540,1702,1702,0,1702,1,1,1,1,7,3,1052,2008,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True
5,1960,1960,666,1075,1507,0,1507,0,2,0,4,7,1,404,2008,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
5,1977,1977,498,1361,1361,1259,2620,0,2,2,4,12,2,600,2007,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
5,1962,1962,803,1106,1190,0,1190,1,1,0,3,6,2,540,2006,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,1962,1962,0,0,1224,0,1224,0,2,0,2,6,2,462,2007,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
5,1959,1959,1000,1188,1188,0,1188,1,1,0,3,6,2,531,2010,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
5,1911,1950,0,940,1024,940,1964,0,1,1,4,7,0,0,2008,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
